,Tweets,len,ID,Date,Source,Likes,RTs
14,"RT @ABCPolitics: Kevin Costner reacts to family separations at the border, telling @TheView he's ""not recognizing America right now.""

""We…",139,1009202537835192321,2018-06-19 22:33:29,Twitter for iPhone,0,450
15,"RT @bhtyson: This is everything to me that is wonderful 👇
So proud of the work from @IanCeraolo @ashmarx9 and the whole LAV-NH team up ther…",140,1009191568836907008,2018-06-19 21:49:54,Twitter for iPhone,0,5
16,RT @JessicaHuseman: My latest: Kobach finally got his chance to prove that non-citizens were registering to vote. He failed. And in the pro…,140,1009190693074595846,2018-06-19 21:46:25,Twitter for iPhone,0,1026
17,RT @letamericavote: Judge reinforces that @KrisKobach1787 has been lying all along in order to justify laws that disenfranchise voters. htt…,140,1009190472370278401,2018-06-19 21:45:33,Twitter for iPhone,0,64
18,There is a solution to this crisis that Trump created-1)Trump can direct DHS to stop separating families &amp; stop tre… https://t.co/vEGlcQd6up,144,1009149786518417411,2018-06-19 19:03:52,Twitter Web Client,5,2
19,RT @CHIRLA: 🚨LIVE: Immigration youth is currently staging a powerful sit-in at .@SteveKnight25 office — children are asking his staff to VO…,140,1009147013001285632,2018-06-19 18:52:51,Twitter Web Client,0,13
20,Join a national protest on June 30th against Trump's policy to rip kids away from their moms and dads and to stop c… https://t.co/9sXwmhjgD1,140,1009126088155557889,2018-06-19 17:29:42,Twitter Web Client,0,1
21,RT @JohnLeguizamo: Read!!  Retweet!! #KeepFamiliesTogetherAct #WhereAreTheChidren https://t.co/pXf5w9H9bB,105,1009069897370959872,2018-06-19 13:46:25,Twitter for iPhone,0,53
22,Celebrate freedom and keep fighting for justice and equality #Juneteenth https://t.co/fs8aHEhwjN,96,1009068727424487424,2018-06-19 13:41:46,Twitter for iPhone,0,0
23,Everyday I fight to protect the right for everyone to vote @letamericavote -today I’m exercising my right to vote i… https://t.co/jXeqwLi2rz,140,1009067134276784128,2018-06-19 13:35:27,Twitter for iPhone,167,24
24,"RT @JasonKander: Imagine being so powerful you could make one phone call and (BAM!) you’ve reunited thousands of scared, confused little ki…",140,1009033263640469504,2018-06-19 11:20:51,Twitter for iPhone,0,29986
25,"RT @benwikler: If you’ve been watching the news in agony about families being ripped apart, wondering what you could do—here is what to do.…",140,1008922848671518722,2018-06-19 04:02:06,Twitter for iPhone,0,3274
26,RT @letamericavote: Kobach created unnecessary barriers to voting and tried to justify these laws with racist lies about our elections. He…,139,1008870691796643841,2018-06-19 00:34:51,Twitter for iPhone,0,103
27,"RT @LChapmanEsq: .@LetAmericaVote is proud to have signed on to this brief, and be part of the movement that’s working to save the #2020Cen…",140,1008870622414467077,2018-06-19 00:34:34,Twitter for iPhone,0,59
28,RT @civilrightsorg: BREAKING: We just filed a brief on behalf of 150+ groups in the litigation brought by the State of NY against @Commerce…,140,1008858838974500864,2018-06-18 23:47:45,Twitter for iPhone,0,55
29,RT @nowthisnews: ‘This is a moral and humanitarian crisis.’ — @HillaryClinton is calling out the Trump administration for detaining immigra…,140,1008840149416005634,2018-06-18 22:33:29,Twitter for iPhone,0,11329
30,RT @NickMerrill: Here is a transcript of Secretary Clinton’s remarks on immigration in New York this afternoon. https://t.co/3V9tDvljeG,135,1008839914023149568,2018-06-18 22:32:33,Twitter for iPhone,0,370
31,"RT @nancook: NEWS: The Trump admin is planning to roll out of a lot more immigration moves this summer, ahead of the mid-terms, by using ex…",140,1008838086279794690,2018-06-18 22:25:17,Twitter for iPhone,0,1568
32,"RT @srl: Breaking news: A federal judge struck down Kansas' proof of citizenship law. The law was championed by Kansas SoS Kris Kobach, Tru…",140,1008835152880062464,2018-06-18 22:13:38,Twitter for iPhone,0,5230
33,"RT @sahilkapur: Quinnipiac poll: Americans oppose the family separation policy for undocumented immigrants 66-27%.

Republicans support it…",139,1008834721630089217,2018-06-18 22:11:55,Twitter for iPhone,0,503
34,"RT @latinovictoryus: WATCH: Our President, @CristobalJAlex, missed his first Father's Day to #MarchToTornillo because this administration's…",140,1008829944322027520,2018-06-18 21:52:56,Twitter Web Client,0,21
35,"RT @RepRoybalAllard: As the Trump Administration doubles down on its cruel decision to rip #immigrant children away from their parents, I'm…",140,1008791638053965824,2018-06-18 19:20:43,Twitter Web Client,0,35
36,RT @annagalland: Look for an important announcement TONIGHT on @allinwithchris re *major protest against family separation* in DC &amp; nationw…,144,1008790737041985537,2018-06-18 19:17:08,Twitter Web Client,0,7615
37,RT @SenFeinstein: UPDATE: The entire Democratic caucus supports our bill to bar children from being taken from their parents at the border.…,140,1008786155284951040,2018-06-18 18:58:56,Twitter for iPhone,0,31196
38,"RT @SenKamalaHarris: It's time for Secretary Nielsen to resign. The government should be in the business of keeping families together, not…",139,1008785862644158464,2018-06-18 18:57:46,Twitter for iPhone,0,13601
39,#FamilesBelongTogether  https://t.co/gsdvFX98Hm,47,1008532031549136896,2018-06-18 02:09:08,Twitter for iPhone,3,1
40,"RT @johnlegend: Seriously, fuck you. Reunite the families at the border and we can talk about father's day. https://t.co/bbG0gVqfzq",131,1008436773461118976,2018-06-17 19:50:37,Twitter for iPhone,0,113139
41,"RT @Pontifex: Children must be able to play, study and grow in a peaceful environment. Woe to anyone who stifles their joyful impulse to ho…",140,1008435525026492416,2018-06-17 19:45:39,Twitter for iPhone,0,38993
42,"RT @VanJones68: Again: IT IS NOT ILLEGAL TO COME TO THE USA &amp; SEEK ASYLUM. When refugees apply for asylum, they are not breaking the law —…",143,1008435485734244355,2018-06-17 19:45:30,Twitter for iPhone,0,2147
43,RT @letamericavote: Family separations. Voter purges. Threats to health care. Are you ready to vote this November? https://t.co/IUCZxrT8b4,138,1008415128553971714,2018-06-17 18:24:36,Twitter for iPhone,0,69
44,"RT @UNITEDWEDREAM: The Republican Party is proposing bills that do not resolve the separation of families, and further damage immigrants in…",140,1008389682013581313,2018-06-17 16:43:29,Twitter for iPhone,0,30
45,"RT @CNNPolitics: Texas Rep. Beto O’Rourke at the border: “I think the American people are going to force us to do the right thing, that alw…",140,1008352824634339330,2018-06-17 14:17:02,Twitter for iPhone,0,1066
46,RT @UNITEDWEDREAM: This #FathersDay we’re joining @domesticworkers @womenbelong @ACLU @AmericasVoice &amp; more to stand in solidarity with fat…,144,1008352255416905728,2018-06-17 14:14:46,Twitter for iPhone,0,177
47,RT @NBCNews: WATCH: A speech by VP Pence was interrupted by protesters against the Trump administration's policy of separating migrant chil…,140,1008350317916848129,2018-06-17 14:07:04,Twitter for iPhone,0,6863
48,RT @domesticworkers: Domestic workers have created a global movement to protect and advance workers rights everywhere! Today domestic worke…,140,1007994673305178113,2018-06-16 14:33:52,Twitter for iPhone,0,13
49,RT @laloalcaraz: New from Ivanka Trump! Please share #laloalcaraz cartoons always! #KeepFamiliesTogether https://t.co/o3sblftBW3,128,1007993962458746880,2018-06-16 14:31:02,Twitter for iPhone,0,586
50,"RT @letamericavote: ""There’s another important public space where blackness has been policed and we have been far too silent about it: the…",139,1007990166865268738,2018-06-16 14:15:57,Twitter for iPhone,0,46
51,"RT @jonfavs: He isn’t just cruel, he’s a coward - can’t even own up to the fact that tearing infants away from their parents is HIS policy,…",140,1007714989115928576,2018-06-15 20:02:30,Twitter for iPhone,0,13307
52,RT @questlove: remember they also used the Bible to justify slavery. https://t.co/ksfVAUSiY0,92,1007621212904808448,2018-06-15 13:49:52,Twitter for iPhone,0,29350
53,RT @SaraJacobsCA: I ran for Congress because there is nothing more important to me than taking this seat back for the people of #CA49. I am…,140,1007619015282438144,2018-06-15 13:41:08,Twitter for iPhone,0,168
54,"RT @Yamiche: Sarah Sanders is repeating over and over again that it's the law to separate immigrant children and from their parents. 

Fact…",140,1007618372127920128,2018-06-15 13:38:35,Twitter for iPhone,0,33143
55,"The actions and calls are having an impact-but don’t be fooled, Ryan &amp; the GOP’s bills do nothing to keep Trump fro… https://t.co/Rc2koE7MJI",144,1007616987269353472,2018-06-15 13:33:05,Twitter for iPhone,4,5
56,"RT @AmericasVoice: HAPPY BIRTHDAY, @realDonaldTrump! 

Hope you are enjoying your 🎂 while:

⭕️ Children are jailed away from their parents…",139,1007324479465447424,2018-06-14 18:10:45,Twitter for iPhone,0,32
57,RT @SenFeinstein: UPDATE: 40 senators now support our bill to bar children from being taken from their parents at the border. We’re continu…,140,1007324405138100224,2018-06-14 18:10:28,Twitter for iPhone,0,27749
58,👇🏽👇🏽👇🏽 https://t.co/8Uj1fdXhNQ,30,1007324311470911488,2018-06-14 18:10:05,Twitter for iPhone,1,0
59,RT @Lin_Manuel: 👇🏽 https://t.co/8P5W1IhfQg,42,1007323942695198720,2018-06-14 18:08:37,Twitter for iPhone,0,782
60,"RT @hansilowang: CENSUS 🤓 ALERT: I'm at @uscensusbureau's HQ for the 1st meeting of National Advisory Committee on Racial, Ethnic, and Othe…",140,1007243600160346112,2018-06-14 12:49:22,Twitter for iPhone,0,39
61,RT @LChapmanEsq: Busy day ahead! https://t.co/sDdP8jPTtc,56,1007242516331139072,2018-06-14 12:45:04,Twitter for iPhone,0,3
62,"RT @UndocuBlack: Any immigration deal that guts the diversity visa program is anti-Black. Point, blank, period. Over 40% of diversity visa…",139,1007112257459904512,2018-06-14 04:07:28,Twitter for iPhone,0,104
63,"RT @cecmunoz: They’re coming for migrant kids and their parents 
They’re coming for legal immigrants 
They’re actually looking for excuses…",139,1007105980906262528,2018-06-14 03:42:31,Twitter for iPhone,0,5488
64,RT @chrislhayes: There are nationwide protests against the family-separation policy tomorrow. https://t.co/EOznYt4h5L,117,1007103605294411781,2018-06-14 03:33:05,Twitter for iPhone,0,7947
65,RT @SenKamalaHarris: Let’s call this policy what it is: a human rights abuse being committed by the United States government. https://t.co/…,140,1007063415947497472,2018-06-14 00:53:23,Twitter for iPhone,0,20657
66,"RT @letamericavote: Thread: Alright team, we need your help. The next few days are going to be critical to stopping Thomas Farr from becomi…",140,1007011531601731585,2018-06-13 21:27:13,Twitter Web Client,0,72
67,RT @letamericavote: We can stop Farr from becoming a federal judge -- with YOUR help. Please call your senator and tell them to vote NO on…,139,1007011275698790400,2018-06-13 21:26:12,Twitter Web Client,0,22
68,RT @UNITEDWEDREAM: HAPPENING NOW! Members of Congress and community members are now risking arrest after speaking up against the injustices…,140,1006977483894292481,2018-06-13 19:11:55,Twitter Web Client,0,53
69,"RT @HouseDemocrats: .@repgutierrez, @repjohnlewis, @repjoecrowley, @repjudychu and other House Democrats are fighting on behalf of the chil…",140,1006977361869443073,2018-06-13 19:11:26,Twitter Web Client,0,244
70,RT @letamericavote: It's official! #LAVfield teams in FIVE states are now talking to voters to elect leaders who will protect access to the…,140,1006968915162009601,2018-06-13 18:37:52,Twitter Web Client,0,60
71,Thank you @repjohnlewis for continuing to fight for justice #FamiliesBelongTogether https://t.co/LKMqSArz0w,107,1006961075789680641,2018-06-13 18:06:43,Twitter for iPhone,4,1
